layer,module,prefix,rows,cols,fro_norm,mean_abs,q50_abs,q90_abs,q95_abs,q99_abs,max_abs,sparsity_below_epsilon
22,k_proj,base_model.model.model.layers.22.self_attn.k_proj,512,4608,0.10065287351608276,4.927527334075421e-05,3.829291381407529e-05,0.0001052864536177367,0.00013333585229702294,0.0002000140375457704,0.0007270160131156445,0.01447380892932415
22,v_proj,base_model.model.model.layers.22.self_attn.v_proj,512,4608,0.17755082249641418,8.310915291076526e-05,5.878135561943054e-05,0.0001891295105451718,0.0002459599345456809,0.00037112500285729766,0.000881876447238028,0.009959327057003975
22,o_proj,base_model.model.model.layers.22.self_attn.o_proj,4608,4608,0.533279299736023,8.305488154292107e-05,5.771536234533414e-05,0.00018756036297418177,0.00024405651492998004,0.00037225880078040063,0.0010462463833391666,0.009869987145066261
23,q_proj,base_model.model.model.layers.23.self_attn.q_proj,4608,4608,0.32200929522514343,5.0322309107286856e-05,3.550418477971107e-05,0.00011207308125449345,0.0001456089230487123,0.0002239453897345811,0.0006699959049001336,0.016377108171582222
23,k_proj,base_model.model.model.layers.23.self_attn.k_proj,512,4608,0.08906595408916473,4.460829222807661e-05,3.563820064300671e-05,9.417930414201692e-05,0.00011659436859190464,0.00016559356299694628,0.00041361525654792786,0.015345679596066475
23,v_proj,base_model.model.model.layers.23.self_attn.v_proj,512,4608,0.1419709026813507,6.834385567344725e-05,5.087951649329625e-05,0.0001513946190243587,0.0001918010093504563,0.00028089035185985267,0.000687384104821831,0.01145087368786335
23,o_proj,base_model.model.model.layers.23.self_attn.o_proj,4608,4608,0.4259391725063324,6.880113505758345e-05,5.245057400316e-05,0.00014989747432991862,0.00019217027875129133,0.0002876159851439297,0.0008012143662199378,0.010662220418453217
24,q_proj,base_model.model.model.layers.24.self_attn.q_proj,4608,4608,0.32099059224128723,4.839286702917889e-05,3.242890670662746e-05,0.00010886530799325556,0.00014663019101135433,0.0002395892806816846,0.0008164781611412764,0.017885655164718628
24,k_proj,base_model.model.model.layers.24.self_attn.k_proj,512,4608,0.09087758511304855,4.576084029395133e-05,3.675766856758855e-05,9.672156738815829e-05,0.00011915073991985992,0.00016801987658254802,0.0003951668622903526,0.0147111676633358
24,v_proj,base_model.model.model.layers.24.self_attn.v_proj,512,4608,0.17727117240428925,8.36697654449381e-05,6.0017191572114825e-05,0.0001892161089926958,0.00024468955234624445,0.0003664531104732305,0.0008662916370667517,0.009556240402162075
24,o_proj,base_model.model.model.layers.24.self_attn.o_proj,4608,4608,0.45628875494003296,7.297671254491434e-05,5.446812428999692e-05,0.0001596588408574462,0.0002056490193353966,0.000310782139422372,0.0008458733791485429,0.010322758927941322
25,q_proj,base_model.model.model.layers.25.self_attn.q_proj,4608,4608,0.28264695405960083,4.33983514085412e-05,3.0366703867912292e-05,9.712040628073737e-05,0.0001285608159378171,0.00020550996123347431,0.0007063790108077228,0.01909708045423031
25,k_proj,base_model.model.model.layers.25.self_attn.k_proj,512,4608,0.10047407448291779,4.930327122565359e-05,3.810872294707224e-05,0.00010729471978265792,0.00013538124039769173,0.00019573690951801836,0.0004347501671873033,0.014728969894349575
25,v_proj,base_model.model.model.layers.25.self_attn.v_proj,512,4608,0.13080348074436188,6.45005566184409e-05,4.988801811123267e-05,0.0001396944426232949,0.00017508614109829068,0.0002517657703720033,0.0006498601869679987,0.011072794906795025
25,o_proj,base_model.model.model.layers.25.self_attn.o_proj,4608,4608,0.4017815887928009,6.506180216092616e-05,4.957800774718635e-05,0.00014127677422948182,0.00018012287910096347,0.0002696721930988133,0.0007799079176038504,0.01131354458630085
26,q_proj,base_model.model.model.layers.26.self_attn.q_proj,4608,4608,0.3049430847167969,4.802450712304562e-05,3.4679593227338046e-05,0.00010574694897513837,0.0001380513422191143,0.0002129646309185773,0.0006745021673850715,0.016256967559456825
26,k_proj,base_model.model.model.layers.26.self_attn.k_proj,512,4608,0.13073810935020447,5.9404486819403246e-05,4.1181127016898245e-05,0.00013280076382216066,0.000177876150701195,0.00029553723288699985,0.0009013114613480866,0.0140444440767169
26,v_proj,base_model.model.model.layers.26.self_attn.v_proj,512,4608,0.19196957349777222,9.210977441398427e-05,6.740198296029121e-05,0.0002073674404527992,0.0002625796478241682,0.00038129507447592914,0.0009248459828086197,0.00892596784979105
26,o_proj,base_model.model.model.layers.26.self_attn.o_proj,4608,4608,0.5909401178359985,9.310778841609135e-05,6.838612898718566e-05,0.00021590593678411096,0.0002806024276651442,0.0004151708271820098,0.0011480724206194282,0.008524765260517597
27,q_proj,base_model.model.model.layers.27.self_attn.q_proj,4608,4608,0.28962865471839905,4.432621426531114e-05,3.09316128550563e-05,9.905347542371601e-05,0.00013154371117707342,0.0002109998749801889,0.0006814160733483732,0.018720602616667747
27,k_proj,base_model.model.model.layers.27.self_attn.k_proj,512,4608,0.08661253750324249,4.3320080294506624e-05,3.442240267759189e-05,9.211417636834085e-05,0.00011448901204857975,0.00016225209401454777,0.00035989630850963295,0.01601155661046505
27,v_proj,base_model.model.model.layers.27.self_attn.v_proj,512,4608,0.20728914439678192,9.532905096421018e-05,6.469192157965153e-05,0.0002237078151665628,0.0002927736786659807,0.0004355293058324605,0.0010795145062729716,0.0097639299929142
27,o_proj,base_model.model.model.layers.27.self_attn.o_proj,4608,4608,0.39733004570007324,6.503165059257299e-05,5.0465823733247817e-05,0.0001395594299538061,0.0001758110010996461,0.00025897272280417383,0.0007222331478260458,0.01102155540138483
28,q_proj,base_model.model.model.layers.28.self_attn.q_proj,4608,4608,0.2853313982486725,4.5483811845770106e-05,3.394708619453013e-05,0.00010149793524760753,0.0001302995951846242,0.00019580067601054907,0.00063949084142223,0.016780853271484375
